planet_name,host_star,discovery_method,discovery_year,orbital_period_days,planet_mass_earth,planet_radius_earth,equilibrium_temp_k,distance_parsecs,in_habitable_zone
HD 15906 c,HD 15906,Transit,2023.0,21.583298,,2.93,532.0,45.5621,False
TOI-4010 e,TOI-4010,Radial Velocity,2023.0,762.0,692.0,,174.0,177.504,False
GJ 328 c,GJ 328,Radial Velocity,2023.0,241.8,21.4,,,20.5266,False
HIP 54597 b,HIP 54597,Radial Velocity,2023.0,3274.0,762.7881768,,,39.7429,False
BD-210397 b,BD-210397,Radial Velocity,2023.0,1891.0,214.0,,,23.7324,False
BD-210397 c,BD-210397,Radial Velocity,2023.0,6240.0,1525.5763536,,,23.7324,False
HD 74698 b,HD 74698,Radial Velocity,2023.0,15.017,23.0,,,52.0648,False
HD 74698 c,HD 74698,Radial Velocity,2023.0,3449.0,126.0,,,52.0648,False
HD 94771 b,HD 94771,Radial Velocity,2023.0,2164.0,169.0,,,57.7807,False
TOI-2018 b,TOI-2018,Transit,2023.0,7.435583,9.2,2.268,,27.9956,False
rho CrB e,rho CrB,Radial Velocity,2023.0,12.904,3.71,,,17.4671,False
HD 22946 d,HD 22946,Transit,2023.0,47.42489,26.57,2.607,546.0,62.7792,False
HIP 81208 C b,HIP 81208 C,Imaging,2023.0,104100.0,4703.8604236,,2050.0,147.533,False
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,Microlensing,2023.0,,4.83,,,2000.0,False
DMPP-4 b,DMPP-4,Radial Velocity,2023.0,3.4982,12.2,,,25.3284,False
TOI-1470 c,TOI-1470,Transit,2023.0,18.08816,7.24,2.47,373.0,51.9503,False
GJ 367 c,GJ 367,Radial Velocity,2023.0,11.5301,4.13,,,9.41263,False
GJ 367 d,GJ 367,Radial Velocity,2023.0,34.369,6.03,,,9.41263,False
HN Lib b,HN Lib,Radial Velocity,2023.0,36.116,5.46,,234.4,6.24442,True
TOI-1052 c,TOI-1052,Radial Velocity,2023.0,35.806,34.3,,719.0,129.804,False
HD 6860 b,HD 6860,Radial Velocity,2023.0,663.87,8981.83078182,,,61.12469,False
HD 112300 b,HD 112300,Radial Velocity,2023.0,466.63,5031.22368281,,,62.07324,False
HD 36384 b,HD 36384,Radial Velocity,2023.0,490.0,2097.6674862,,,209.309,False
MWC 758 c,MWC 758,Imaging,2023.0,,,,500.0,159.537,False
TOI-4600 c,TOI-4600,Transit,2023.0,482.8191,2946.26933289,9.42,191.0,216.056,True
Wolf 1069 b,Wolf 1069,Radial Velocity,2023.0,15.564,1.26,,250.1,9.58341,True
L 363-38 b,L 363-38,Radial Velocity,2023.0,8.781,4.67,,330.0,10.2295,False
AF Lep b,AF Lep,Imaging,2023.0,8905.0,1147.36054927,,,26.8564,False
TIC 279401253 b,TIC 279401253,Transit,2023.0,76.8,1951.46641898,11.2089807,,285.584,False
TIC 279401253 c,TIC 279401253,Transit,2023.0,155.3,2548.98382414,,,285.584,False
HD 169142 b,HD 169142,Imaging,2023.0,,953.485221,,,113.6,False
HD 18438 b,HD 18438,Radial Velocity,2023.0,803.0,6674.396547,,,224.146,False
TOI-1338 c,TOI-1338 A,Radial Velocity,2023.0,215.79,75.4,,,399.017,False
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,Microlensing,2023.0,,38.19,,,3090.0,False
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,Microlensing,2023.0,,400.46379282,,,6480.0,False
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,Microlensing,2023.0,,286.0455663,,,2970.0,False
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,Microlensing,2023.0,,413.1769291,,,4540.0,False
K2-415 b,K2-415,Transit,2023.0,4.0179694,7.5,1.015,412.4,21.8182,False
WASP-84 c,WASP-84,Transit,2023.0,1.4468849,15.2,1.95,1329.0,100.588,False
PZ Tel b,PZ Tel,Imaging,2023.0,44000.0,8581.366989,,,47.0648,False
HIP 99770 b,HIP 99770,Imaging,2023.0,,5403.082919,,,40.0765,False
Kepler-68 e,Kepler-68,Radial Velocity,2023.0,3455.0,86.4493267,,,144.166,False
Kepler-454 d,Kepler-454,Radial Velocity,2023.0,4073.0,734.18362017,,,230.869,False
K2-312 c,HD 80653,Radial Velocity,2023.0,921.2,1719.45168187,,,109.86,False
Kepler-10 d,Kepler-10,Radial Velocity,2023.0,151.06,12.0,,387.0,185.506,False
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,Microlensing,2023.0,4700.0,349.6112477,,,5200.0,False
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,Imaging,2023.0,2560.0,2622.08435775,,325.0,,False
GJ 1151 c,GJ 1151,Radial Velocity,2023.0,389.7,10.62,,,8.03625,False
TOI-1669 b,TOI-1669,Radial Velocity,2023.0,500.0,191.0,,,111.276,False
TOI-1694 c,TOI-1694,Radial Velocity,2023.0,393.1,297.0,,,124.68,False
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,Microlensing,2023.0,,3.54,,,4240.0,False
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,Microlensing,2023.0,,5.59,,,5400.0,False
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,Microlensing,2023.0,,4.67,,,6640.0,False
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,Microlensing,2023.0,,5.19,,,7090.0,False
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,Microlensing,2023.0,,4.08,,,4670.0,False
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,Microlensing,2023.0,,5.27,,,6400.0,False
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,Microlensing,2023.0,,2.32,,,5080.0,False
TOI-5803 b,TOI-5803,Transit,2023.0,5.38305,,3.2732,678.87,84.0126,False
TOI-5678 b,TOI-5678,Transit,2023.0,47.73022,20.0,4.91,513.0,165.393,False
TOI-5704 b,TOI-5704,Transit,2023.0,3.771116,,3.2274,949.07,89.637,False
Kepler-2000 b,Kepler-2000,Transit,2023.0,6.383159135,,2.73,530.0,320.588,False
BD+37 3172 b,BD+37 3172,Radial Velocity,2023.0,1887.76,3368.9811142,,,454.251,False
BD+42 2315 b,BD+42 2315,Radial Velocity,2023.0,123.05,174.80562385,,,610.715,False
TOI-2443 b,TOI-2443,Transit,2023.0,15.66858,4.8,2.363,519.0,23.9258,False
Kepler-48 f,Kepler-48,Radial Velocity,2023.0,5219.681854,298.5809968,,,306.738,False
Kepler-100 e,Kepler-100,Radial Velocity,2023.0,60.888588,24.14271827,,,304.645,False
Kepler-139 e,Kepler-139,Radial Velocity,2023.0,2047.635373,426.1158152,,,391.038,False
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,Microlensing,2023.0,,279.68899816,,,3800.0,False
TOI-198 b,TOI-198,Transit,2023.0,10.215213,3.17,1.36,456.0,23.7262,False
HD 73256 c,HD 73256,Radial Velocity,2023.0,2690.0,5085.254512,,,36.708,False
HD 75302 b,HD 75302,Radial Velocity,2023.0,4356.0,1716.2733978,,,30.3288,False
HD 108202 b,HD 108202,Radial Velocity,2023.0,2990.0,953.485221,,,38.6846,False
HD 135625 b,HD 135625,Radial Velocity,2023.0,4055.0,731.0053361,,,56.518,False
HD 185283 b,HD 185283,Radial Velocity,2023.0,4060.0,413.1769291,,,31.395,False
GJ 9404 b,GJ 9404,Radial Velocity,2023.0,13.4586,11.9,,,23.8839,False
HIP 29442 c,TOI-469,Radial Velocity,2023.0,3.5379559,4.5,1.551,1123.0,68.192,False
HIP 29442 d,TOI-469,Radial Velocity,2023.0,6.429575,5.14,1.538,920.0,68.192,False
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,Microlensing,2023.0,,340.07639549,,,7090.0,False
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,Microlensing,2023.0,,82.63538582,,,7140.0,False
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,Microlensing,2023.0,,98.52680617,,,7710.0,False
HD 99492 c,HD 99492,Radial Velocity,2023.0,95.233,17.9,,,18.2038,False
75 Cet c,75 Cet,Radial Velocity,2023.0,2051.62,289.85950718,,,82.9613,False
HIP 113103 b,HIP 113103,Transit,2023.0,7.610303,,1.829,721.0,46.2122,False
HIP 113103 c,HIP 113103,Transit,2023.0,14.245648,,2.4,585.0,46.2122,False
HAT-P-2 c,HAT-P-2,Radial Velocity,2023.0,8500.0,3400.7639549,,,127.774,False
TOI-199 c,TOI-199,Transit Timing Variations,2023.0,273.69,88.99195396,,,102.27,False
Kepler-1978 b,Kepler-1978,Transit,2023.0,10.84969477,,2.67,676.0,865.512,False
HIP 66074 b,HIP 66074,Astrometry,2023.0,310.9,1589.142035,,,35.4438,False
Kepler-1513 c,Kepler-1513,Transit Timing Variations,2023.0,841.4,84.54235626,,,349.247,False
GJ 724 b,GJ 724,Radial Velocity,2023.0,5.101284,10.75,,611.0,16.9658,False
GJ 3988 b,GJ 3988,Radial Velocity,2023.0,6.9442,3.69,,348.0,9.9105,False
TOI-1736 c,TOI-1736,Radial Velocity,2023.0,571.25,2441.0,,,88.9482,False
AU Mic d,AU Mic,Transit Timing Variations,2023.0,12.73596,1.053,,,9.7221,False
GJ 806 b,GJ 806,Transit,2023.0,0.9263237,1.9,1.331,940.0,12.0445,False
GJ 806 c,GJ 806,Radial Velocity,2023.0,6.64064,5.8,,490.0,12.0445,False
HD 110067 b,HD 110067,Transit,2023.0,9.113678,5.69,2.2,800.0,32.1585,False
HD 110067 c,HD 110067,Transit,2023.0,13.673694,6.3,2.388,699.0,32.1585,False
HD 110067 d,HD 110067,Transit,2023.0,20.519617,8.52,2.852,602.0,32.1585,False
HD 110067 e,HD 110067,Transit,2023.0,30.793091,3.9,1.94,533.0,32.1585,False
HD 110067 f,HD 110067,Transit,2023.0,41.05854,5.04,2.601,489.0,32.1585,False
HD 110067 g,HD 110067,Transit,2023.0,54.76992,8.4,2.607,440.0,32.1585,False
HD 88986 b,HD 88986,Radial Velocity,2023.0,146.05,17.2,2.49,460.0,33.2673,False
HD 112570 b,HD 112570,Radial Velocity,2023.0,2615.0,1086.97315194,,,101.166,False
HD 154391 b,HD 154391,Radial Velocity,2023.0,5163.0,2892.2385037,,,100.947,False
LHS 3154 b,LHS 3154,Radial Velocity,2023.0,3.71778,13.15,,,15.7606,False
TOI-544 c,TOI-544,Radial Velocity,2023.0,50.089,21.5,,,41.1166,False
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,Microlensing,2023.0,,467.20775829,,,5070.0,False
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,Microlensing,2023.0,,6674.396547,,,6920.0,False
HD 63433 d,HD 63433,Transit,2023.0,4.209075,,1.073,1040.0,22.4035,False
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,Microlensing,2023.0,,555.24622703,,,6070.0,False
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,Microlensing,2023.0,,9217.023803,,,6890.0,False
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,Microlensing,2023.0,,6038.739733,,,3090.0,False
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,Microlensing,2023.0,,6674.396547,,,7710.0,False
WASP-193 b,WASP-193,Transit,2023.0,6.2463475,35.59678158,14.78464554,1250.0,362.087,False
LP 791-18 d,LP 791-18,Transit,2023.0,2.75485,0.91,1.032,,26.4927,False
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,Microlensing,2023.0,,15.4,,,3500.0,False
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,Microlensing,2023.0,,575.26941667,,,6710.0,False
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,Microlensing,2023.0,,29.87587026,,,2740.0,False
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,Microlensing,2023.0,,368.68095212,,,5910.0,False
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,Microlensing,2023.0,,2262.93825784,,,6370.0,False
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,Microlensing,2023.0,,1061.54687938,,,5630.0,False
HD 207496 b,HD 207496,Transit,2023.0,6.441008,6.1,2.25,743.0,23.606,False
K2-416 b,K2-416,Transit,2023.0,13.102,1652.7077164,2.66,447.0,120.311,False
K2-417 b,K2-417,Transit,2023.0,6.535,699.2224954,3.31,558.0,94.0424,False
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,Microlensing,2023.0,,46.0,,,7490.0,False
Kepler-1976 b,Kepler-1976,Transit Timing Variations,2023.0,4.959319244,,12.21,1103.0,1314.51,False
Kepler-1980 b,Kepler-1980,Transit,2023.0,33.0257179,,2.21,564.0,1709.4,False
Kepler-2001 b,Kepler-2001,Transit,2023.0,1.090011003,,1.04,1402.0,776.55,False
Kepler-1126 c,Kepler-1126,Transit,2023.0,199.66876,,1.45,305.0,635.736,True
Kepler-1801 c,Kepler-1801,Transit,2023.0,116.583183,,2.91,371.0,839.332,False
Kepler-1989 b,Kepler-1989,Transit,2023.0,10.161023528,,4.62,904.0,1252.13,False
Kepler-1981 b,Kepler-1981,Transit,2023.0,453.54212,,9.23,390.0,659.395,False
Kepler-311 d,Kepler-311,Transit,2023.0,232.040326,,2.05,327.0,778.654,False
Kepler-1052 c,Kepler-1052,Transit,2023.0,180.921729,,2.3,302.0,943.444,True
Kepler-1834 c,Kepler-1834,Transit,2023.0,0.766691517,,1.22,1541.0,500.395,False
Kepler-1491 c,Kepler-1491,Transit,2023.0,61.569765,,2.44,530.0,2065.59,False
Kepler-1518 c,Kepler-1518,Transit,2023.0,9.6310258,,2.9,1094.0,903.51,False
Kepler-347 d,Kepler-347,Transit,2023.0,85.517344,,3.04,482.0,1298.88,False
Kepler-549 d,Kepler-549,Transit,2023.0,24.61480613,,4.2,586.0,635.145,False
Kepler-1999 b,Kepler-1999,Transit,2023.0,8.7396758,,3.29,577.0,701.255,False
Kepler-1993 b,Kepler-1993,Transit,2023.0,26.6565737,,4.15,903.0,1031.91,False
Kepler-1859 c,Kepler-1859,Transit,2023.0,3.59645081,,1.66,1327.0,1331.25,False
Kepler-1610 c,Kepler-1610,Transit,2023.0,44.9851885,,2.09,433.0,864.331,False
Kepler-1988 b,Kepler-1988,Transit,2023.0,11.49500229,,1.53,1105.0,513.426,False
Kepler-1986 b,Kepler-1986,Transit,2023.0,19.5489666,,1.89,579.0,912.085,False
Kepler-880 c,Kepler-880,Transit,2023.0,11.8061737,,2.87,1407.0,601.324,False
Kepler-1471 c,Kepler-1471,Transit,2023.0,11.6044881,,1.88,841.0,978.678,False
Kepler-1997 b,Kepler-1997,Transit,2023.0,26.7575866,,2.28,660.0,1502.34,False
Kepler-1487 c,Kepler-1487,Transit,2023.0,35.8007112,,7.97,991.0,1014.62,False
Kepler-1984 b,Kepler-1984,Transit,2023.0,1.992812339,,6.81,675.0,,False
Kepler-1921 c,Kepler-1921,Transit,2023.0,3.15722086,,1.41,1791.0,928.989,False
Kepler-58 e,Kepler-58,Transit,2023.0,4.45814897,,1.61,1212.0,969.252,False
Kepler-290 d,Kepler-290,Transit,2023.0,0.764017553,,0.86,1589.0,694.627,False
Kepler-1669 d,Kepler-1669,Transit,2023.0,4.72941177,,1.22,669.0,543.444,False
Kepler-864 c,Kepler-864,Transit,2023.0,2.42150341,,1.62,1532.0,2022.9,False
Kepler-865 c,Kepler-865,Transit,2023.0,6.20920207,,0.89,914.0,586.137,False
Kepler-2000 c,Kepler-2000,Transit,2023.0,20.6180348,,1.57,359.0,320.588,False
Kepler-1894 c,Kepler-1894,Transit,2023.0,5.05368985,,1.21,1007.0,935.191,False
Kepler-1992 b,Kepler-1992,Transit,2023.0,15.6112238,,0.91,637.0,532.955,False
Kepler-1983 b,Kepler-1983,Transit,2023.0,7.32851947,,2.33,807.0,424.428,False
Kepler-1977 b,Kepler-1977,Transit,2023.0,4.53702121,,1.66,798.0,592.711,False
Kepler-139 d,Kepler-139,Transit,2023.0,7.305699922,4.65807623,1.695,,391.038,False
Kepler-1990 c,Kepler-1990,Transit,2023.0,4.06844957,,0.98,1170.0,392.739,False
Kepler-656 c,Kepler-656,Transit,2023.0,5.25449393,,1.41,975.0,890.352,False
Kepler-1814 c,Kepler-1814,Transit,2023.0,0.626281766,,1.76,1711.0,726.346,False
Kepler-1162 c,Kepler-1162,Transit,2023.0,59.284064,,1.81,401.0,940.211,False
Kepler-1181 c,Kepler-1181,Transit,2023.0,8.93484887,,1.83,1124.0,938.417,False
Kepler-1982 b,Kepler-1982,Transit,2023.0,3.82315697,,0.77,1282.0,558.855,False
Kepler-1994 b,Kepler-1994,Transit,2023.0,4.61225043,,0.51,1032.0,241.991,False
Kepler-619 d,Kepler-619,Transit,2023.0,11.67894236,,4.17,830.0,900.678,False
Kepler-1869 c,Kepler-1869,Transit,2023.0,1.716828304,,0.74,1455.0,113.025,False
Kepler-1985 b,Kepler-1985,Transit,2023.0,3.42064689,,2.27,1129.0,,False
Kepler-1987 c,Kepler-1987,Transit,2023.0,3.64830183,,1.33,860.0,595.683,False
Kepler-1987 b,Kepler-1987,Transit,2023.0,2.345863002,,1.23,997.0,595.683,False
Kepler-949 c,Kepler-949,Transit,2023.0,20.99757968,,2.97,582.0,486.105,False
Kepler-975 c,Kepler-975,Transit,2023.0,5.05821338,,10.69,1168.0,426.088,False
Kepler-416 d,Kepler-416,Transit,2023.0,3.07644709,,1.61,1253.0,690.819,False
Kepler-1996 b,Kepler-1996,Transit,2023.0,32.376183,,2.26,392.0,440.561,False
Kepler-763 c,Kepler-763,Transit,2023.0,4.09667624,,1.42,938.0,962.459,False
Kepler-784 c,Kepler-784,Transit,2023.0,17.157236,,1.55,844.0,1303.72,False
Kepler-1991 b,Kepler-1991,Transit,2023.0,13.26079792,,1.47,760.0,855.82,False
Kepler-1987 e,Kepler-1987,Transit,2023.0,8.74292005,,1.92,643.0,595.683,False
Kepler-164 e,Kepler-164,Transit,2023.0,94.886902,,4.24,429.0,890.758,False
KOI-2513.01,KOI-2513,Transit,2023.0,19.00547,7310.053361,2.80224517,,1369.87,False
Kepler-1998 b,Kepler-1998,Transit,2023.0,3.03267135,,0.6,1187.0,340.965,False
Kepler-1996 c,Kepler-1996,Transit,2023.0,92.7297248,,2.81,276.0,440.561,True
Kepler-1979 b,Kepler-1979,Transit,2023.0,18.5084526,,29.33,683.0,1076.27,False
Kepler-2001 c,Kepler-2001,Transit,2023.0,14.092583189,,1.82,597.0,776.55,False
Kepler-1995 b,Kepler-1995,Transit,2023.0,73.7578875,,4.28,375.0,595.331,False
HD 29399 b,HD 29399,Radial Velocity,2022.0,892.7,498.99059899,,,44.1518,False
K2-388 b,K2-388,Transit,2022.0,6.33932,,3.9,874.0,290.495,False
K2-389 b,K2-389,Transit,2022.0,8.58289,,2.33,932.0,259.208,False
K2-389 c,K2-389,Transit,2022.0,20.851337,,2.04,,259.208,False
K2-390 b,K2-390,Transit,2022.0,3.312792,,4.662,,456.122,False
K2-391 b,K2-391,Transit,2022.0,4.622654,,1.371,,507.94,False
K2-392 b,K2-392,Transit,2022.0,15.398723,,1.85,,406.985,False
K2-370 b,K2-370,Transit,2022.0,2.14084,,3.207,,144.202,False
K2-395 b,K2-395,Transit,2022.0,4.803352,,2.597,,286.727,False
K2-395 c,K2-395,Transit,2022.0,8.491282,,3.395,,286.727,False
K2-396 b,K2-396,Transit,2022.0,0.673862,,1.579,,274.864,False
K2-397 b,K2-397,Transit,2022.0,3.572326,,2.417,,199.354,False
K2-398 b,K2-398,Transit,2022.0,6.393025,,2.274,,606.992,False
K2-398 c,K2-398,Transit,2022.0,18.787839,,5.098,,606.992,False
K2-400 b,K2-400,Transit,2022.0,3.865053,,1.163,,62.3804,False
K2-401 b,K2-401,Transit,2022.0,6.293099,,2.262,,200.727,False
K2-402 b,K2-402,Transit,2022.0,17.27474,,2.678,,523.055,False
K2-403 b,K2-403,Transit,2022.0,33.589979,,5.333,,246.599,False
K2-404 b,K2-404,Transit,2022.0,13.115365,,2.53,,121.63,False
K2-405 b,K2-405,Transit,2022.0,3.435471,,4.569,,197.234,False
K2-406 b,K2-406,Transit,2022.0,22.549406,,4.602,,85.3751,False
K2-407 b,K2-407,Transit,2022.0,4.941907,,1.283,,218.376,False
K2-407 c,K2-407,Transit,2022.0,9.22453,,1.36,,218.376,False
K2-408 b,K2-408,Transit,2022.0,20.978959,,1.677,,162.306,False
K2-409 b,K2-409,Transit,2022.0,1.908084,,2.482,,431.031,False
K2-374 b,K2-374,Transit,2022.0,4.521953,,1.593,,359.439,False
K2-374 c,K2-374,Transit,2022.0,16.43445,,2.213,,359.439,False
K2-376 b,K2-376,Transit,2022.0,5.776475,,1.736,,161.61,False
KOI-984 b,KOI-984,Transit,2022.0,4.2881785,,4.3,1022.0,252.667,False
K2-368 d,K2-368,Transit,2022.0,20.201085,,1.948,,206.608,False
K2-368 c,K2-368,Transit,2022.0,9.660186,,1.361,,206.608,False
K2-373 b,K2-373,Transit,2022.0,11.02066,,2.061,,229.567,False
K2-379 b,K2-379,Transit,2022.0,8.777247,,2.181,,182.207,False
K2-380 b,K2-380,Transit,2022.0,9.401312,,2.729,,249.303,False
K2-384 f,K2-384,Transit,2022.0,13.62749,,2.222,,82.6603,False
K2-384 d,K2-384,Transit,2022.0,6.679582,,1.392,,82.6603,False
K2-384 c,K2-384,Transit,2022.0,4.194766,,1.191,,82.6603,False
K2-384 e,K2-384,Transit,2022.0,9.715043,,1.345,,82.6603,False
K2-385 b,K2-385,Transit,2022.0,2.380867,,1.539,,420.819,False
K2-386 b,K2-386,Transit,2022.0,7.473223,,2.32,,428.785,False
K2-393 b,K2-393,Transit,2022.0,10.413181,,2.352,,265.914,False
K2-394 b,K2-394,Transit,2022.0,5.095717,,1.692,,98.0152,False
K2-381 c,K2-381,Transit,2022.0,16.034656,,2.0,,145.701,False
K2-387 b,K2-387,Transit,2022.0,28.735327,,7.322,,266.318,False
K2-381 b,K2-381,Transit,2022.0,7.9389334,,1.075,,145.701,False
K2-381 d,K2-381,Transit,2022.0,26.803023,,1.689,,145.701,False
K2-382 b,K2-382,Transit,2022.0,21.700156,,2.072,,278.412,False
K2-383 b,K2-383,Transit,2022.0,1.865962,,1.564,,203.788,False
mu2 Sco b,mu2 Sco,Imaging,2022.0,,4576.7290608,,,,False
HD 28109 b,HD 28109,Transit,2022.0,22.891054,6.2,2.69,867.0,139.611,False
HD 28109 c,HD 28109,Transit,2022.0,55.99712,9.2,4.13,643.0,139.611,False
HD 28109 d,HD 28109,Transit,2022.0,84.2899,5.8,3.11,561.0,139.611,False
HD 260655 b,HD 260655,Transit,2022.0,2.76953,2.14,1.24,709.0,10.0055,False
HD 260655 c,HD 260655,Transit,2022.0,5.70588,3.09,1.533,557.0,10.0055,False
HD 33142 d,HD 33142,Radial Velocity,2022.0,89.9,63.5656814,,,121.375,False
HD 19615 b,HD 19615,Radial Velocity,2022.0,402.0,2701.5414595,,,265.155,False
HD 150010 b,HD 150010,Radial Velocity,2022.0,562.0,762.7881768,,,144.49,False
HD 174205 b,HD 174205,Radial Velocity,2022.0,582.0,1334.8793094,,,234.027,False
TOI-3714 b,TOI-3714,Transit,2022.0,2.154849,222.4798849,11.32107051,750.0,112.71,False
TOI-3629 b,TOI-3629,Transit,2022.0,3.936551,82.63538582,8.29464572,690.0,130.091,False
TOI-4479 b,TOI-4479,Transit,2022.0,1.1589,,2.82,861.0,80.6532,False
TOI-2081 b,TOI-2081,Transit,2022.0,10.50534,,2.04,488.0,62.3446,False
TOI-1272 b,TOI-1272,Transit,2022.0,3.31599,27.0,4.13204907,975.0,137.572,False
TOI-1272 c,TOI-1272,Radial Velocity,2022.0,8.6811,21.7,,,137.572,False
KOI-984 c,KOI-984,Transit Timing Variations,2022.0,21.512,209.8,,597.0,252.667,False
TOI-5153 b,TOI-5153,Transit,2022.0,20.33003,1036.12060682,11.88151954,906.0,390.484,False
NGTS-20 b,NGTS-20,Transit,2022.0,54.18915,947.12865286,11.99360935,688.0,382.898,False
HIP 21152 b,HIP 21152,Imaging,2022.0,22000.0,7627.881768,,1300.0,43.4073,False
TOI-1422 b,TOI-1422,Transit,2022.0,12.99894,9.5,3.83,870.0,155.141,False
CoRoT-7 d,CoRoT-7,Radial Velocity,2022.0,8.966,17.142,,,159.906,False
CoRoT-35 b,CoRoT-35,Transit,2022.0,3.22748,349.6112477,18.83108758,1747.0,1123.21,False
CoRoT-36 b,CoRoT-36,Transit,2022.0,5.616531,216.12331676,15.80466279,1567.0,925.958,False
GJ 3929 c,GJ 3929,Radial Velocity,2022.0,15.04,5.71,,317.0,15.8095,False
HD 93963 A b,HD 93963 A,Transit,2022.0,1.0376109,2.8,1.46954368,1842.23,82.3432,False
HD 93963 A c,HD 93963 A,Transit,2022.0,3.6451389,18.4,3.11976057,1212.45,82.3432,False
TOI-2180 b,TOI-2180,Transit,2022.0,260.79,875.61726129,11.32107051,348.0,116.685,False
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,Microlensing,2022.0,,6.4,,,7700.0,False
LTT 1445 A c,LTT 1445 A,Transit,2022.0,3.1239035,1.54,1.147,508.0,6.86929,False
TOI-1064 b,TOI-1064,Transit,2022.0,6.443868,13.5,2.587,784.0,68.0726,False
TOI-1064 c,TOI-1064,Transit,2022.0,12.226574,2.5,2.651,634.0,68.0726,False
HD 22532 b,HD 22532,Radial Velocity,2022.0,872.6,673.79622284,,,161.183,False
HD 64121 b,HD 64121,Radial Velocity,2022.0,623.0,813.64072192,,,129.966,False
HD 69123 b,HD 69123,Radial Velocity,2022.0,1193.3,966.19835728,,,75.116,False
TOI-2184 b,TOI-2184,Transit,2022.0,6.90683,206.58846455,11.39953337,,788.317,False
TOI-1268 b,TOI-1268,Transit,2022.0,8.1577094,96.4,9.1,918.9,109.557,False
TOI-2337 b,TOI-2337,Transit,2022.0,2.99432,508.5254512,10.08808263,,536.046,False
TOI-4329 b,TOI-4329,Transit,2022.0,2.9223,143.02278315,16.81347105,,717.128,False
TOI-2669 b,TOI-2669,Transit,2022.0,6.2034,193.87532827,19.72780603,,393.443,False
TOI-206 b,TOI-206,Transit,2022.0,0.7363104,,1.3,910.0,47.7465,False
TOI-500 b,TOI-500,Transit,2022.0,0.548177,1.42,1.166,1617.0,47.3924,False
TOI-544 b,TOI-544,Transit,2022.0,1.548352,2.89,2.018,999.0,41.1166,False
TOI-833 b,TOI-833,Transit,2022.0,1.0418777,,1.27,1118.0,41.7148,False
TOI-1075 b,TOI-1075,Transit,2022.0,0.6047328,9.95,1.791,1323.0,61.4592,False
TOI-1411 b,TOI-1411,Transit,2022.0,1.4520527,2.0,1.19880592,976.4,32.4778,False
TOI-1442 b,TOI-1442,Transit,2022.0,0.4090677,,1.17,1072.0,41.1659,False
TOI-1693 b,TOI-1693,Transit,2022.0,1.7666957,,1.41,764.0,30.7947,False
TOI-1860 b,TOI-1860,Transit,2022.0,1.0662107,,1.31,1885.0,45.864,False
TOI-2260 b,TOI-2260,Transit,2022.0,0.3524728,,1.62,2609.0,101.251,False
TOI-2411 b,TOI-2411,Transit,2022.0,0.7826942,,1.68,1355.0,59.5362,False
TOI-2427 b,TOI-2427,Transit,2022.0,1.3060011,,1.8,1117.0,28.5147,False
TOI-2445 b,TOI-2445,Transit,2022.0,0.3711281,,1.25,1060.0,48.582,False
GJ 3929 b,GJ 3929,Transit,2022.0,2.616235,1.75,1.09,568.0,15.8095,False
TOI-1759 b,TOI-1759,Transit,2022.0,18.85019,10.8,3.14,443.0,40.0654,False
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,Microlensing,2022.0,,2.81,,,5560.0,False
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,Microlensing,2022.0,,5.56,,,4150.0,False
