timestamp,ground_station_id,ground_station_name,region,signal_strength_dbm,antenna_azimuth_deg,antenna_elevation_deg,data_rate_mbps,cpu_usage_pct,memory_usage_pct,disk_io_mbps,temperature_celsius,status
2026-04-02T22:40:00Z,GS-01,Geneva Prime,Europe,-53.09,339.72,40.25,93.15,53.0,47.64,65.47,22.81,Maintenance
2026-04-02T22:40:00Z,GS-06,Tanegashima,Asia Pacific,-51.99,342.99,38.96,144.38,37.09,70.63,112.7,20.99,Online
2026-04-02T22:45:00Z,GS-01,Geneva Prime,Europe,-55.39,341.15,41.61,93.3,41.31,70.95,76.05,23.56,Maintenance
2026-04-02T22:45:00Z,GS-06,Tanegashima,Asia Pacific,-63.38,344.58,39.0,81.58,63.29,56.44,144.04,23.66,Online
2026-04-02T22:50:00Z,GS-01,Geneva Prime,Europe,-62.32,338.87,40.94,103.05,59.01,72.71,52.6,23.48,Online
2026-04-02T22:50:00Z,GS-06,Tanegashima,Asia Pacific,-48.52,344.65,41.98,41.73,43.13,50.75,71.9,23.75,Online
2026-04-02T22:55:00Z,GS-01,Geneva Prime,Europe,-55.42,346.05,42.29,61.05,20.0,61.19,71.44,20.77,Online
2026-04-02T22:55:00Z,GS-06,Tanegashima,Asia Pacific,-85.51,342.28,41.22,119.98,47.26,72.86,38.58,23.56,Online
2026-04-02T23:00:00Z,GS-01,Geneva Prime,Europe,-59.29,346.39,41.36,132.15,48.54,54.56,79.52,21.85,Degraded
2026-04-02T23:00:00Z,GS-06,Tanegashima,Asia Pacific,-52.66,342.64,42.18,111.86,45.4,70.78,110.96,22.19,Online
2026-04-02T23:05:00Z,GS-01,Geneva Prime,Europe,-56.75,346.84,43.68,45.23,41.38,48.12,131.13,22.08,Offline
2026-04-02T23:05:00Z,GS-06,Tanegashima,Asia Pacific,-62.9,348.04,43.71,66.14,44.15,57.32,10.22,21.14,Online
2026-04-02T23:10:00Z,GS-01,Geneva Prime,Europe,-62.75,347.27,40.54,134.55,43.77,60.3,96.03,20.96,Online
2026-04-02T23:10:00Z,GS-06,Tanegashima,Asia Pacific,-53.15,346.77,41.71,117.2,62.9,65.8,116.92,21.36,Online
2026-04-02T23:15:00Z,GS-01,Geneva Prime,Europe,-83.96,351.73,48.26,146.28,40.97,50.76,37.37,19.59,Online
2026-04-02T23:15:00Z,GS-06,Tanegashima,Asia Pacific,-61.61,351.96,43.86,109.07,61.51,56.77,161.42,25.1,Online
2026-04-02T23:20:00Z,GS-01,Geneva Prime,Europe,-61.97,348.84,46.19,89.57,31.12,70.25,128.66,22.32,Online
2026-04-02T23:20:00Z,GS-06,Tanegashima,Asia Pacific,-78.94,347.54,45.01,85.0,40.91,68.18,109.33,24.16,Online
2026-04-02T23:25:00Z,GS-01,Geneva Prime,Europe,-74.86,350.56,46.95,113.44,63.39,63.36,153.92,22.88,Online
2026-04-02T23:25:00Z,GS-06,Tanegashima,Asia Pacific,-44.07,350.6,45.46,127.33,64.36,65.83,76.67,24.14,Online
2026-04-02T23:30:00Z,GS-01,Geneva Prime,Europe,-92.88,349.66,47.45,100.42,52.27,60.52,102.84,20.83,Online
2026-04-02T23:30:00Z,GS-06,Tanegashima,Asia Pacific,-51.44,354.49,48.53,160.41,47.93,62.19,19.07,21.25,Online
2026-04-02T23:35:00Z,GS-01,Geneva Prime,Europe,-62.9,355.85,45.51,123.89,44.98,58.58,89.96,21.45,Online
2026-04-02T23:35:00Z,GS-06,Tanegashima,Asia Pacific,-66.44,350.34,46.24,85.6,38.81,63.33,106.35,22.38,Online
2026-04-02T23:40:00Z,GS-01,Geneva Prime,Europe,-45.07,356.15,46.8,86.11,48.75,64.59,135.91,23.81,Online
2026-04-02T23:40:00Z,GS-06,Tanegashima,Asia Pacific,-68.12,354.8,48.73,132.04,56.27,59.49,29.84,20.52,Online
2026-04-02T23:45:00Z,GS-01,Geneva Prime,Europe,-55.91,356.93,45.84,101.34,52.57,50.79,124.2,21.45,Online
2026-04-02T23:45:00Z,GS-06,Tanegashima,Asia Pacific,-41.14,355.18,45.98,86.26,43.86,56.89,71.36,22.51,Online
2026-04-02T23:50:00Z,GS-01,Geneva Prime,Europe,-62.57,357.37,45.27,111.75,43.93,72.88,42.42,19.29,Online
2026-04-02T23:50:00Z,GS-06,Tanegashima,Asia Pacific,-50.73,358.19,46.67,54.11,63.45,71.31,10.0,21.32,Online
2026-04-02T23:55:00Z,GS-01,Geneva Prime,Europe,-35.04,357.8,48.36,91.52,31.55,46.36,122.1,19.24,Online
2026-04-02T23:55:00Z,GS-06,Tanegashima,Asia Pacific,-56.29,0.52,46.44,72.27,59.56,64.26,55.31,23.8,Online
2026-04-03T00:00:00Z,GS-01,Geneva Prime,Europe,-41.9,0.54,48.2,87.6,48.44,58.49,117.56,19.71,Online
2026-04-03T00:00:00Z,GS-06,Tanegashima,Asia Pacific,-82.41,0.36,49.02,81.19,23.78,60.16,77.89,22.98,Online
2026-04-03T00:05:00Z,GS-01,Geneva Prime,Europe,-58.97,0.98,53.01,60.63,51.44,46.63,46.47,20.18,Online
2026-04-03T00:05:00Z,GS-06,Tanegashima,Asia Pacific,-48.27,1.12,50.63,66.8,76.95,53.89,95.34,20.51,Online
2026-04-03T00:10:00Z,GS-01,Geneva Prime,Europe,-40.05,359.15,49.7,150.32,39.78,49.48,88.76,21.29,Online
2026-04-03T00:10:00Z,GS-06,Tanegashima,Asia Pacific,-72.54,0.31,56.85,92.45,21.89,71.95,104.44,20.86,Online
2026-04-03T00:15:00Z,GS-01,Geneva Prime,Europe,-74.0,5.1,51.47,42.22,66.45,56.53,139.82,23.93,Online
2026-04-03T00:15:00Z,GS-06,Tanegashima,Asia Pacific,-75.02,5.82,50.66,44.0,39.9,63.18,61.49,21.55,Online
2026-04-03T00:20:00Z,GS-01,Geneva Prime,Europe,-42.85,5.21,50.93,121.06,47.37,40.0,97.13,22.61,Online
2026-04-03T00:20:00Z,GS-06,Tanegashima,Asia Pacific,-59.7,6.78,51.27,110.09,26.2,63.26,158.12,20.53,Online
2026-04-03T00:25:00Z,GS-01,Geneva Prime,Europe,-71.4,4.83,53.53,68.11,50.05,66.77,101.37,19.38,Online
2026-04-03T00:25:00Z,GS-06,Tanegashima,Asia Pacific,-45.07,8.12,54.93,111.19,47.64,68.26,156.94,20.61,Online
2026-04-03T00:30:00Z,GS-01,Geneva Prime,Europe,-43.83,7.33,53.66,53.9,41.58,52.02,61.45,20.4,Online
2026-04-03T00:30:00Z,GS-06,Tanegashima,Asia Pacific,-66.73,6.69,54.11,51.56,55.64,62.9,48.1,23.66,Online
2026-04-03T00:35:00Z,GS-01,Geneva Prime,Europe,-56.62,9.96,57.39,90.71,38.11,66.97,100.38,21.79,Online
2026-04-03T00:35:00Z,GS-06,Tanegashima,Asia Pacific,-39.13,8.33,54.63,100.64,33.78,60.62,135.87,22.74,Online
2026-04-03T00:40:00Z,GS-01,Geneva Prime,Europe,-59.53,9.68,55.87,122.49,52.31,57.35,92.99,22.81,Online
2026-04-03T00:40:00Z,GS-06,Tanegashima,Asia Pacific,-75.11,10.34,50.89,114.48,52.92,65.98,64.2,22.55,Online
2026-04-03T00:45:00Z,GS-01,Geneva Prime,Europe,-38.64,14.08,55.79,104.18,58.33,47.99,67.08,24.12,Online
2026-04-03T00:45:00Z,GS-06,Tanegashima,Asia Pacific,-45.37,11.99,52.84,98.5,37.92,62.65,47.63,20.58,Online
2026-04-03T00:50:00Z,GS-01,Geneva Prime,Europe,-90.97,14.94,55.69,104.71,44.97,51.46,29.64,20.63,Online
2026-04-03T00:50:00Z,GS-06,Tanegashima,Asia Pacific,-70.85,13.23,54.9,152.39,57.33,66.47,75.21,24.41,Online
2026-04-03T00:55:00Z,GS-01,Geneva Prime,Europe,-63.27,13.69,57.47,121.05,52.64,56.2,58.68,23.13,Online
2026-04-03T00:55:00Z,GS-06,Tanegashima,Asia Pacific,-49.27,12.96,53.96,93.78,52.48,74.44,32.08,21.53,Online
2026-04-03T01:00:00Z,GS-01,Geneva Prime,Europe,-65.84,17.71,57.69,72.78,51.7,56.76,31.02,20.87,Online
2026-04-03T01:00:00Z,GS-06,Tanegashima,Asia Pacific,-33.99,15.77,57.98,92.5,48.51,62.24,91.69,22.38,Offline
2026-04-03T01:05:00Z,GS-01,Geneva Prime,Europe,-46.97,16.3,56.44,81.63,21.25,76.21,114.51,20.99,Maintenance
2026-04-03T01:05:00Z,GS-06,Tanegashima,Asia Pacific,-64.23,14.98,61.48,57.4,46.37,59.13,113.07,22.08,Online
2026-04-03T01:10:00Z,GS-01,Geneva Prime,Europe,-86.37,17.0,57.08,102.39,95.0,46.08,47.99,21.45,Online
2026-04-03T01:10:00Z,GS-06,Tanegashima,Asia Pacific,-65.72,18.98,58.67,112.47,37.49,61.84,111.11,21.18,Online
2026-04-03T01:15:00Z,GS-01,Geneva Prime,Europe,-48.28,18.85,61.73,93.96,49.57,59.68,76.15,22.71,Online
2026-04-03T01:15:00Z,GS-06,Tanegashima,Asia Pacific,-51.95,16.25,62.51,44.21,36.78,59.25,96.49,24.68,Online
2026-04-03T01:20:00Z,GS-01,Geneva Prime,Europe,-87.87,18.98,56.01,100.95,48.26,72.73,84.83,23.93,Online
2026-04-03T01:20:00Z,GS-06,Tanegashima,Asia Pacific,-51.24,19.13,57.44,108.25,27.09,70.36,73.52,24.15,Online
2026-04-03T01:25:00Z,GS-01,Geneva Prime,Europe,-67.2,21.79,61.29,98.65,39.81,63.14,42.95,20.59,Online
2026-04-03T01:25:00Z,GS-06,Tanegashima,Asia Pacific,-41.36,22.7,61.0,149.95,41.79,70.58,87.02,20.87,Online
2026-04-03T01:30:00Z,GS-01,Geneva Prime,Europe,-32.28,24.48,61.24,121.82,40.16,66.63,10.0,20.93,Online
2026-04-03T01:30:00Z,GS-06,Tanegashima,Asia Pacific,-45.31,22.0,61.9,59.6,67.17,69.52,71.97,21.85,Online
2026-04-03T01:35:00Z,GS-01,Geneva Prime,Europe,-44.56,27.71,63.99,165.15,33.93,53.44,32.44,23.17,Online
2026-04-03T01:35:00Z,GS-06,Tanegashima,Asia Pacific,-57.37,23.45,63.7,136.97,26.69,55.22,112.81,21.81,Online
2026-04-03T01:40:00Z,GS-01,Geneva Prime,Europe,-71.97,27.04,60.1,90.95,48.94,55.41,111.33,21.71,Online
2026-04-03T01:40:00Z,GS-06,Tanegashima,Asia Pacific,-38.87,24.75,64.02,122.38,37.47,43.57,94.43,22.67,Online
2026-04-03T01:45:00Z,GS-01,Geneva Prime,Europe,-51.66,25.8,62.41,160.25,50.74,65.87,57.02,22.12,Online
2026-04-03T01:45:00Z,GS-06,Tanegashima,Asia Pacific,-64.76,24.64,64.41,141.72,50.64,60.83,40.54,23.39,Online
2026-04-03T01:50:00Z,GS-01,Geneva Prime,Europe,-30.0,26.74,63.1,83.17,39.13,40.0,96.2,21.41,Online
2026-04-03T01:50:00Z,GS-06,Tanegashima,Asia Pacific,-84.15,29.01,61.69,89.84,90.37,48.73,18.7,23.08,Online
2026-04-03T01:55:00Z,GS-01,Geneva Prime,Europe,-42.76,25.6,65.25,117.43,20.29,66.39,115.06,22.27,Online
2026-04-03T01:55:00Z,GS-06,Tanegashima,Asia Pacific,-41.21,31.02,64.64,86.46,33.33,59.7,102.79,22.25,Online
2026-04-03T02:00:00Z,GS-01,Geneva Prime,Europe,-92.96,32.54,65.38,88.61,55.29,72.2,10.0,23.46,Online
2026-04-03T02:00:00Z,GS-06,Tanegashima,Asia Pacific,-81.4,31.0,65.26,119.07,39.01,45.01,61.99,23.41,Online
2026-04-03T02:05:00Z,GS-01,Geneva Prime,Europe,-44.77,28.91,67.62,80.56,49.35,55.92,87.29,24.21,Online
2026-04-03T02:05:00Z,GS-06,Tanegashima,Asia Pacific,-78.41,29.89,65.93,172.05,34.64,76.32,160.18,22.72,Online
2026-04-03T02:10:00Z,GS-01,Geneva Prime,Europe,-64.47,31.12,65.98,57.8,44.09,71.98,55.56,22.58,Online
2026-04-03T02:10:00Z,GS-06,Tanegashima,Asia Pacific,-85.52,33.25,66.65,101.91,42.4,57.66,100.08,22.9,Online
2026-04-03T02:15:00Z,GS-01,Geneva Prime,Europe,-55.28,34.18,68.91,120.31,47.31,72.15,96.81,24.97,Online
2026-04-03T02:15:00Z,GS-06,Tanegashima,Asia Pacific,-50.9,30.07,69.28,104.06,44.38,62.25,66.2,23.35,Online
2026-04-03T02:20:00Z,GS-01,Geneva Prime,Europe,-68.88,37.55,66.98,88.52,33.9,62.15,87.48,23.67,Online
2026-04-03T02:20:00Z,GS-06,Tanegashima,Asia Pacific,-75.41,31.8,68.46,144.54,32.68,72.72,91.36,23.07,Online
2026-04-03T02:25:00Z,GS-01,Geneva Prime,Europe,-65.96,33.48,69.71,76.73,35.64,67.94,10.0,20.88,Online
2026-04-03T02:25:00Z,GS-06,Tanegashima,Asia Pacific,-60.27,36.84,68.71,90.95,75.36,58.18,70.77,21.97,Degraded
2026-04-03T02:30:00Z,GS-01,Geneva Prime,Europe,-58.14,38.73,70.67,55.32,42.05,63.57,103.48,23.25,Online
2026-04-03T02:30:00Z,GS-06,Tanegashima,Asia Pacific,-51.86,35.88,71.38,129.78,28.86,51.4,38.12,24.26,Online
2026-04-03T02:35:00Z,GS-01,Geneva Prime,Europe,-79.27,38.09,69.69,98.02,48.11,51.47,103.79,22.4,Online
2026-04-03T02:35:00Z,GS-06,Tanegashima,Asia Pacific,-64.87,39.23,68.98,100.72,67.09,57.6,80.09,21.26,Online
2026-04-03T02:40:00Z,GS-01,Geneva Prime,Europe,-66.94,40.78,66.73,134.7,60.24,50.04,134.3,23.19,Online
2026-04-03T02:40:00Z,GS-06,Tanegashima,Asia Pacific,-53.72,39.01,71.13,112.18,35.23,50.68,21.59,23.69,Online
2026-04-03T02:45:00Z,GS-01,Geneva Prime,Europe,-51.41,42.55,69.54,65.29,36.82,69.22,60.61,23.7,Degraded
2026-04-03T02:45:00Z,GS-06,Tanegashima,Asia Pacific,-76.13,41.92,68.87,131.4,54.28,56.03,74.93,22.66,Online
2026-04-03T02:50:00Z,GS-01,Geneva Prime,Europe,-81.29,40.79,70.66,109.76,46.78,57.59,117.32,23.67,Online
2026-04-03T02:50:00Z,GS-06,Tanegashima,Asia Pacific,-49.45,38.95,62.42,108.51,27.9,58.3,67.92,25.96,Degraded
2026-04-03T02:55:00Z,GS-01,Geneva Prime,Europe,-54.0,44.08,72.42,111.05,39.51,68.57,35.61,24.15,Online
2026-04-03T02:55:00Z,GS-06,Tanegashima,Asia Pacific,-83.21,44.16,71.13,150.29,26.22,55.19,112.91,24.17,Online
2026-04-03T03:00:00Z,GS-01,Geneva Prime,Europe,-57.3,43.09,70.03,137.35,44.38,63.0,75.39,21.98,Online
2026-04-03T03:00:00Z,GS-06,Tanegashima,Asia Pacific,-45.99,46.01,75.82,69.53,54.87,49.51,86.29,25.22,Online
2026-04-03T03:05:00Z,GS-01,Geneva Prime,Europe,-91.08,45.84,70.54,78.94,49.62,68.97,74.67,24.16,Online
2026-04-03T03:05:00Z,GS-06,Tanegashima,Asia Pacific,-58.29,46.25,69.49,133.25,48.54,63.16,47.74,23.16,Online
2026-04-03T03:10:00Z,GS-01,Geneva Prime,Europe,-62.64,44.43,68.74,81.98,51.27,54.77,39.25,22.72,Degraded
2026-04-03T03:10:00Z,GS-06,Tanegashima,Asia Pacific,-66.83,46.79,76.45,131.64,57.3,69.35,40.05,22.11,Online
2026-04-03T03:15:00Z,GS-01,Geneva Prime,Europe,-76.6,51.42,71.46,62.46,39.83,58.09,90.74,24.42,Online
2026-04-03T03:15:00Z,GS-06,Tanegashima,Asia Pacific,-72.42,50.12,71.28,95.31,53.24,54.87,57.23,24.93,Online
2026-04-03T03:20:00Z,GS-01,Geneva Prime,Europe,-72.87,49.23,74.09,161.62,52.26,63.78,101.23,22.53,Online
2026-04-03T03:20:00Z,GS-06,Tanegashima,Asia Pacific,-58.27,49.94,73.62,103.5,49.56,57.51,82.34,22.3,Online
2026-04-03T03:25:00Z,GS-01,Geneva Prime,Europe,-64.8,54.03,74.03,99.37,67.75,49.11,35.62,26.81,Online
2026-04-03T03:25:00Z,GS-06,Tanegashima,Asia Pacific,-59.31,50.76,71.0,113.43,51.53,51.24,74.39,23.74,Online
2026-04-03T03:30:00Z,GS-01,Geneva Prime,Europe,-56.16,50.26,76.3,127.47,40.64,58.27,74.54,23.18,Online
2026-04-03T03:30:00Z,GS-06,Tanegashima,Asia Pacific,-66.65,51.96,77.03,128.4,56.22,62.96,35.31,24.29,Online
2026-04-03T03:35:00Z,GS-01,Geneva Prime,Europe,-45.44,51.23,75.47,169.68,57.74,71.31,88.73,25.9,Online
2026-04-03T03:35:00Z,GS-06,Tanegashima,Asia Pacific,-70.77,55.34,75.5,108.7,60.79,55.69,72.52,24.6,Online
2026-04-03T03:40:00Z,GS-01,Geneva Prime,Europe,-75.44,55.45,71.14,131.41,45.56,55.83,46.63,24.21,Online
2026-04-03T03:40:00Z,GS-06,Tanegashima,Asia Pacific,-49.68,56.1,73.16,74.62,52.88,54.22,82.4,24.74,Online
2026-04-03T03:45:00Z,GS-01,Geneva Prime,Europe,-55.32,57.97,72.42,42.67,38.19,74.41,160.89,27.41,Online
2026-04-03T03:45:00Z,GS-06,Tanegashima,Asia Pacific,-62.89,52.69,70.26,81.58,42.62,70.41,114.71,25.01,Online
2026-04-03T03:50:00Z,GS-01,Geneva Prime,Europe,-73.35,55.58,75.81,120.91,49.7,51.72,106.03,25.42,Online
2026-04-03T03:50:00Z,GS-06,Tanegashima,Asia Pacific,-76.06,55.93,76.68,92.96,64.07,64.01,60.53,24.76,Online
2026-04-03T03:55:00Z,GS-01,Geneva Prime,Europe,-59.05,57.29,73.82,121.04,55.14,64.83,140.61,24.07,Online
2026-04-03T03:55:00Z,GS-06,Tanegashima,Asia Pacific,-34.89,56.95,73.62,47.2,39.65,55.97,101.04,25.25,Online
2026-04-03T04:00:00Z,GS-01,Geneva Prime,Europe,-77.89,59.21,75.24,46.72,33.23,53.83,137.35,25.29,Online
2026-04-03T04:00:00Z,GS-06,Tanegashima,Asia Pacific,-50.07,57.0,78.37,139.03,56.31,54.36,99.83,25.97,Online
2026-04-03T04:05:00Z,GS-01,Geneva Prime,Europe,-70.18,60.64,75.11,103.31,59.37,53.83,120.03,23.94,Online
2026-04-03T04:05:00Z,GS-06,Tanegashima,Asia Pacific,-72.71,62.89,78.15,125.54,29.21,56.27,112.92,25.18,Offline
2026-04-03T04:10:00Z,GS-01,Geneva Prime,Europe,-76.11,63.42,75.18,153.84,63.54,64.83,134.44,25.33,Online
2026-04-03T04:10:00Z,GS-06,Tanegashima,Asia Pacific,-48.52,65.46,77.1,92.34,24.54,59.33,112.94,26.65,Offline
2026-04-03T04:15:00Z,GS-01,Geneva Prime,Europe,-52.43,62.67,72.95,85.14,41.35,57.5,104.74,28.32,Online
2026-04-03T04:15:00Z,GS-06,Tanegashima,Asia Pacific,-58.15,63.32,76.39,103.73,35.06,60.96,98.03,25.66,Online
2026-04-03T04:20:00Z,GS-01,Geneva Prime,Europe,-53.14,65.87,73.65,119.11,36.95,51.23,35.82,26.11,Online
2026-04-03T04:20:00Z,GS-06,Tanegashima,Asia Pacific,-63.34,61.64,78.15,56.81,81.38,61.91,115.42,28.14,Online
2026-04-03T04:25:00Z,GS-01,Geneva Prime,Europe,-80.47,66.15,76.91,113.01,47.59,57.18,62.36,23.91,Online
2026-04-03T04:25:00Z,GS-06,Tanegashima,Asia Pacific,-45.18,67.17,79.29,90.69,37.12,51.37,94.36,24.02,Online
2026-04-03T04:30:00Z,GS-01,Geneva Prime,Europe,-32.27,64.88,78.26,147.01,52.19,61.41,41.26,23.63,Online
2026-04-03T04:30:00Z,GS-06,Tanegashima,Asia Pacific,-48.45,70.51,76.84,65.83,20.0,52.15,75.45,28.1,Online
2026-04-03T04:35:00Z,GS-01,Geneva Prime,Europe,-49.9,69.36,77.16,82.51,61.87,61.61,10.0,24.82,Online
2026-04-03T04:35:00Z,GS-06,Tanegashima,Asia Pacific,-72.87,67.66,79.09,96.78,83.99,70.51,52.14,28.62,Online
2026-04-03T04:40:00Z,GS-01,Geneva Prime,Europe,-70.07,70.18,77.63,103.7,50.34,63.47,49.88,24.26,Online
2026-04-03T04:40:00Z,GS-06,Tanegashima,Asia Pacific,-30.0,69.03,79.59,51.77,41.64,58.98,98.91,21.86,Online
2026-04-03T04:45:00Z,GS-01,Geneva Prime,Europe,-57.51,68.95,79.06,68.91,34.73,57.81,37.91,25.36,Online
2026-04-03T04:45:00Z,GS-06,Tanegashima,Asia Pacific,-77.9,67.58,80.44,61.12,42.86,66.02,55.4,24.83,Online
2026-04-03T04:50:00Z,GS-01,Geneva Prime,Europe,-56.61,74.74,76.27,95.5,24.21,56.85,81.37,24.91,Online
2026-04-03T04:50:00Z,GS-06,Tanegashima,Asia Pacific,-66.85,69.68,78.77,131.67,31.83,55.02,100.1,28.01,Online
2026-04-03T04:55:00Z,GS-01,Geneva Prime,Europe,-82.4,73.41,79.37,96.94,20.0,64.01,140.77,26.5,Online
2026-04-03T04:55:00Z,GS-06,Tanegashima,Asia Pacific,-75.47,72.72,82.34,127.3,52.68,62.85,53.55,26.02,Online
2026-04-03T05:00:00Z,GS-01,Geneva Prime,Europe,-61.17,76.1,82.0,133.55,27.97,61.79,109.47,27.38,Online
2026-04-03T05:00:00Z,GS-06,Tanegashima,Asia Pacific,-69.44,80.83,76.42,67.5,47.8,76.93,46.55,26.05,Online
2026-04-03T05:05:00Z,GS-01,Geneva Prime,Europe,-43.84,76.21,78.47,116.97,48.27,68.24,131.66,27.03,Online
2026-04-03T05:05:00Z,GS-06,Tanegashima,Asia Pacific,-55.62,76.68,80.12,101.66,44.99,69.57,140.64,24.31,Online
2026-04-03T05:10:00Z,GS-01,Geneva Prime,Europe,-59.85,76.12,78.67,112.08,53.03,59.1,10.0,25.25,Online
2026-04-03T05:10:00Z,GS-06,Tanegashima,Asia Pacific,-46.55,72.02,81.66,115.64,60.79,58.41,10.0,27.35,Online
2026-04-03T05:15:00Z,GS-01,Geneva Prime,Europe,-40.88,80.6,78.1,102.6,38.61,53.45,118.22,25.03,Online
2026-04-03T05:15:00Z,GS-06,Tanegashima,Asia Pacific,-73.41,76.54,76.44,104.39,58.94,58.52,19.77,28.09,Online
2026-04-03T05:20:00Z,GS-01,Geneva Prime,Europe,-34.71,78.71,78.59,115.47,64.46,55.84,26.7,27.91,Online
2026-04-03T05:20:00Z,GS-06,Tanegashima,Asia Pacific,-48.01,80.01,78.43,129.83,51.34,53.85,81.96,24.93,Online
2026-04-03T05:25:00Z,GS-01,Geneva Prime,Europe,-49.71,80.73,78.78,99.01,45.48,67.16,103.64,26.85,Online
2026-04-03T05:25:00Z,GS-06,Tanegashima,Asia Pacific,-48.54,82.05,78.8,96.26,43.22,64.04,65.32,26.5,Online
2026-04-03T05:30:00Z,GS-01,Geneva Prime,Europe,-30.47,84.38,78.22,117.13,46.42,63.13,85.49,29.0,Online
2026-04-03T05:30:00Z,GS-06,Tanegashima,Asia Pacific,-54.82,82.38,81.83,107.0,46.46,62.51,76.26,27.23,Online
2026-04-03T05:35:00Z,GS-01,Geneva Prime,Europe,-68.8,82.25,77.82,58.24,34.44,58.61,84.12,26.94,Online
2026-04-03T05:35:00Z,GS-06,Tanegashima,Asia Pacific,-95.34,86.9,81.99,113.37,67.89,52.18,155.51,25.9,Online
2026-04-03T05:40:00Z,GS-01,Geneva Prime,Europe,-56.42,82.45,79.92,111.58,43.14,65.71,83.96,26.69,Online
2026-04-03T05:40:00Z,GS-06,Tanegashima,Asia Pacific,-68.5,86.62,78.58,127.46,59.67,46.65,125.32,30.57,Online
2026-04-03T05:45:00Z,GS-01,Geneva Prime,Europe,-56.22,87.45,82.01,91.74,47.19,49.49,85.55,28.35,Online
2026-04-03T05:45:00Z,GS-06,Tanegashima,Asia Pacific,-52.26,88.38,78.39,84.02,67.75,58.8,88.0,27.51,Online
2026-04-03T05:50:00Z,GS-01,Geneva Prime,Europe,-72.33,90.75,78.92,66.18,39.59,43.99,53.95,26.29,Online
2026-04-03T05:50:00Z,GS-06,Tanegashima,Asia Pacific,-50.74,86.15,81.75,141.95,54.37,58.28,85.64,25.45,Online
2026-04-03T05:55:00Z,GS-01,Geneva Prime,Europe,-62.01,87.03,81.38,177.18,51.0,44.07,65.55,28.05,Online
2026-04-03T05:55:00Z,GS-06,Tanegashima,Asia Pacific,-58.69,87.29,80.48,62.72,33.66,65.17,39.37,28.68,Online
2026-04-03T06:00:00Z,GS-01,Geneva Prime,Europe,-80.54,93.53,78.45,93.29,48.97,55.48,85.74,28.86,Online
2026-04-03T06:00:00Z,GS-06,Tanegashima,Asia Pacific,-45.59,91.58,79.66,95.6,73.19,67.6,43.13,28.15,Online
2026-04-03T06:05:00Z,GS-01,Geneva Prime,Europe,-65.03,90.98,77.53,87.64,95.0,64.63,10.0,29.96,Online
2026-04-03T06:05:00Z,GS-06,Tanegashima,Asia Pacific,-43.66,90.53,81.43,74.22,39.36,71.99,69.13,25.33,Online
2026-04-03T06:10:00Z,GS-01,Geneva Prime,Europe,-60.95,92.34,82.37,100.43,39.94,68.36,84.83,27.14,Online
2026-04-03T06:10:00Z,GS-06,Tanegashima,Asia Pacific,-42.68,92.89,79.98,105.34,32.15,55.78,80.14,27.97,Online
2026-04-03T06:15:00Z,GS-01,Geneva Prime,Europe,-40.91,94.18,81.65,100.28,57.68,63.18,80.54,28.37,Online
2026-04-03T06:15:00Z,GS-06,Tanegashima,Asia Pacific,-74.32,94.76,79.86,84.94,58.28,50.0,63.1,29.93,Online
2026-04-03T06:20:00Z,GS-01,Geneva Prime,Europe,-55.27,94.9,80.39,105.38,49.77,57.21,144.66,27.53,Online
2026-04-03T06:20:00Z,GS-06,Tanegashima,Asia Pacific,-64.77,93.92,79.71,82.51,87.92,61.58,110.94,26.95,Online
2026-04-03T06:25:00Z,GS-01,Geneva Prime,Europe,-65.11,95.8,80.73,76.2,55.99,69.49,40.45,27.92,Online
2026-04-03T06:25:00Z,GS-06,Tanegashima,Asia Pacific,-67.98,101.51,78.96,150.33,29.8,52.08,52.54,27.38,Online
2026-04-03T06:30:00Z,GS-01,Geneva Prime,Europe,-64.02,96.08,78.1,134.75,59.69,67.59,100.96,28.92,Online
2026-04-03T06:30:00Z,GS-06,Tanegashima,Asia Pacific,-67.46,95.59,80.47,64.79,33.07,69.22,156.03,29.37,Online
2026-04-03T06:35:00Z,GS-01,Geneva Prime,Europe,-43.4,98.26,76.98,118.37,51.83,60.57,70.3,30.36,Online
2026-04-03T06:35:00Z,GS-06,Tanegashima,Asia Pacific,-74.79,97.2,77.63,102.55,31.95,54.53,51.77,28.52,Online
2026-04-03T06:40:00Z,GS-01,Geneva Prime,Europe,-82.31,100.17,82.04,104.06,63.5,70.67,111.11,29.15,Online
2026-04-03T06:40:00Z,GS-06,Tanegashima,Asia Pacific,-59.66,101.53,78.76,43.52,50.9,50.95,41.51,29.04,Online
2026-04-03T06:45:00Z,GS-01,Geneva Prime,Europe,-61.43,98.43,79.75,128.98,31.46,70.18,17.59,32.35,Online
2026-04-03T06:45:00Z,GS-06,Tanegashima,Asia Pacific,-66.17,101.54,75.64,98.14,47.74,59.31,57.48,27.75,Online
2026-04-03T06:50:00Z,GS-01,Geneva Prime,Europe,-43.04,102.56,82.37,84.21,39.78,66.52,15.08,27.48,Online
2026-04-03T06:50:00Z,GS-06,Tanegashima,Asia Pacific,-43.54,100.16,75.65,156.06,28.27,61.47,82.76,25.08,Online
2026-04-03T06:55:00Z,GS-01,Geneva Prime,Europe,-64.01,104.65,79.85,127.11,40.35,65.7,52.43,27.31,Online
